totalfakebinary18_pre,pol_therm_media,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary,vote_combined,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
0,31,45,2,4,2,0,0,1,4,2,3,48,30,0,5,5,90,3,0,1,0.654531284,1
0,80,NA,3,3,3,0,0,0,0,NA,NA,41,NA,0,2,4,90,2,0,1,1.007255309,0
0,31,22,2,3,2,0,1,1,4,3,3,49,40,0,5,5,71,2,0,1,0.696540931,0
NA,1,6,1,4,3,1,0,1,4,1.200000048,1,97,98,0,7,2,100,2,0,0,1.294204091,0
0,45,68,3,3,2,1,0,0,1,1.200000048,3,54,62,0,7,2,87,2,0,1,1.256583858,0
NA,4,NA,1,3,3,0,0,0,0,NA,NA,NA,NA,0,7,1,85,2,0,0,0.519881011,0
0,31,NA,2,2,3,0,0,0,0,NA,NA,8,NA,0,5,4,31,3,0,0,1.236013543,0
NA,4,0,1,4,1,0,1,1,4,5,4,0,93,0,7,3,97,4,1,0,3.102615939,0
0,39,NA,3,1,1,0,0,0,0,NA,NA,1,NA,0,5,2,30,2,0,1,0.791655965,0
0,2,10,2,1,2,0,0,1,4,3,2,30,-3,0,5,1,79,4,0,0,0.707859625,1
0,2,6,2,4,1,1,0,1,4,1,2,51,59,0,6,5,98,3,0,1,0.653704457,0
1,0,1,2,4,1,1,0,1,4,5,2,70,43,0,7,5,100,3,0,1,0.653704457,0
NA,6,NA,2,4,2,0,0,0,0,NA,NA,34,NA,0,5,1,93,2,0,0,0.815356956,0
0,4,2,1,2,2,1,0,1,4,2.599999905,2,69,60,0,6,2,82,2,0,1,0.495268537,0
0,22,9,2,3,3,1,0,0,2,1.200000048,3,5,6,0,3,1,6,4,0,0,1.267466561,0
NA,37,30,2,3,1,0,1,1,4,4,2,62,25,0,6,4,86,4,0,0,0.605938414,0
0,6,3,2,4,1,1,0,1,4,4,2,74,71,0,5,5,97,4,0,1,0.417336706,0
0,50,50,2,1,1,1,0,0,1,1,2,28,1,0,4,2,60,2,0,1,0.885626243,0
NA,1,2,1,2,1,1,0,1,4,1.799999952,1,96,96,0,7,2,98,4,0,0,0.884194922,0
0,6,5,1,4,3,0,0,1,4,1,1,73,46,0,6,1,76,4,0,0,1.408688254,1
0,14,NA,2,3,1,0,0,0,0,NA,NA,63,NA,0,6,3,78,1,0,0,1.231607499,0
NA,41,46,2,2,1,0,0,0,1,1.799999952,3,79,78,0,7,2,99,2,0,1,0.495268537,1
1,5,NA,1,4,1,0,0,0,0,NA,NA,69,NA,0,7,4,94,3,0,1,0.688152692,0
0,1,NA,1,1,1,0,0,0,0,NA,NA,18,NA,0,4,4,NA,4,0,1,0.236866232,0
0,20,52,2,3,3,0,0,0,2,3.400000095,2,42,40,0,4,2,71,2,1,0,1.298206895,1
NA,36,4,1,4,1,1,0,1,4,3.599999905,1,90,72,0,6,2,100,2,0,0,1.699894839,0
0,10,11,2,3,1,1,0,1,4,3.400000095,2,34,7,0,6,5,94,2,0,1,0.791655965,0
NA,0,0,1,3,1,0,1,1,4,1.600000024,1,100,98,0,7,2,100,4,0,0,2.032916443,0
0,90,50,2,3,4,1,0,0,2,1,2,95,91,0,6,1,90,4,0,0,1.408688254,0
NA,5,6,1,3,1,0,1,1,4,4.400000095,1,20,36,0,7,4,90,4,0,0,0.883077975,0
0,5,7,2,4,1,0,1,1,4,1,2,50,43,0,4,5,97,2,0,1,1.256583858,0
1,10,20,1,4,2,1,0,1,4,3,2,88,87,0,7,1,100,3,0,0,0.498891544,0
0,7,8,2,1,2,0,0,1,4,1,2,21,21,0,6,5,50,3,1,1,1.311483824,1
0,42,51,2,3,3,0,1,1,4,3.799999952,2,57,33,0,7,3,100,2,1,0,0.656234603,0
0,4,0,2,3,1,1,0,1,4,4,1,69,59,0,6,4,99,4,0,0,3.319823725,0
0,3,NA,2,3,1,0,0,0,0,NA,NA,38,NA,0,5,5,79,4,0,1,0.37512272,0
1,3,20,2,4,1,0,1,1,4,5,2,34,8,0,6,4,89,4,0,1,0.368062392,0
0,4,NA,2,3,2,0,0,0,0,NA,NA,-6,NA,0,6,3,56,2,0,0,0.815356956,0
0,12,10,2,4,2,1,0,1,4,4.400000095,2,41,33,0,6,2,99,3,0,0,0.707859625,0
NA,11,8,2,4,1,0,1,1,4,3,1,49,55,0,6,4,89,4,1,0,0.421337576,0
NA,1,6,1,4,1,1,0,1,3,2.799999952,1,43,52,0,5,3,99,2,0,0,5.509788336,0
0,48,NA,3,1,3,0,0,0,0,NA,NA,11,NA,0,6,5,0,2,0,1,0.475385519,0
NA,14,39,2,1,1,1,0,1,4,4,3,16,5,0,6,2,60,2,0,0,0.815356956,0
1,0,0,1,1,1,0,0,1,4,3.400000095,2,20,5,0,4,5,70,4,0,1,0.37512272,1
1,7,15,2,4,1,0,1,1,4,3,2,53,70,0,6,5,95,4,0,1,0.368062392,0
0,0,NA,1,4,1,0,0,0,0,NA,NA,100,NA,0,7,3,100,3,0,0,0.707859625,0
0,52,50,3,1,4,0,0,1,4,4.400000095,3,74,70,1,1,5,0,2,0,1,0.634052942,1
NA,78,91,4,1,1,0,1,1,4,3,4,85,71,1,1,5,0,4,0,1,0.243591318,0
NA,50,57,3,1,1,1,0,1,4,4.199999809,3,59,59,1,1,5,6,1,0,0,2.130686836,0
0,53,NA,3,3,2,0,0,0,0,NA,NA,51,NA,1,2,2,12,1,0,1,0.473890793,0
0,88,69,3,1,2,1,0,1,4,4.599999905,3,84,94,1,2,4,1,4,0,1,0.511127245,0
0,31,13,3,3,3,0,0,1,4,3.799999952,2,2,0,1,7,1,98,3,0,0,0.498891544,1
0,60,NA,3,1,2,0,0,0,0,NA,NA,63,NA,1,2,5,6,3,0,1,0.441491853,0
0,89,69,4,1,1,0,1,1,4,4.800000191,4,63,60,1,2,3,1,4,0,0,0.526429627,0
0,50,40,2,3,3,0,1,0,2,2.400000095,3,45,36,1,4,1,3,1,1,0,6.194409716,0
0,26,NA,2,3,3,0,0,0,0,NA,NA,11,NA,1,4,2,25,2,1,0,4.464084767,0
0,84,70,3,1,1,0,0,1,4,4,3,90,82,1,1,5,5,4,0,1,0.319766734,1
0,31,NA,2,1,2,0,0,0,0,NA,NA,62,NA,1,1,5,1,2,0,1,0.831633236,0
0,81,71,3,1,4,0,0,1,4,4.199999809,3,60,64,1,2,5,3,3,0,1,0.27620208,1
0,50,0,3,1,4,0,1,1,4,3.200000048,2,69,65,1,1,2,0,2,0,0,0.344068026,0
0,93,86,4,1,4,0,0,1,4,5,4,78,73,1,2,4,1,3,0,1,0.441491853,1
NA,70,NA,3,1,3,0,0,0,0,NA,NA,41,NA,1,2,5,1,2,0,1,0.654075681,0
0,65,NA,1,1,2,0,0,0,0,NA,NA,65,NA,1,1,4,0,4,0,0,0.33565761,0
0,85,84,4,1,4,0,0,1,4,4.599999905,4,93,94,1,1,5,0,4,0,1,0.243591318,1
0,69,44,3,2,3,0,1,1,4,3,3,89,65,1,4,4,3,4,0,0,2.197128135,0
0,52,53,3,1,1,0,0,1,3,2.599999905,3,22,19,1,3,3,3,3,0,1,0.440934145,1
0,46,58,3,1,3,1,0,1,4,3,3,67,34,1,4,3,2,3,0,0,2.491268429,0
NA,3,4,1,1,1,0,0,1,3,3,3,84,48,1,4,0,5,2,1,0,4.191927792,1
0,86,NA,3,1,1,0,0,0,0,NA,NA,80,NA,1,1,5,3,4,1,1,3.841210307,0
0,51,NA,3,1,3,0,0,0,0,NA,NA,87,NA,1,4,5,0,4,0,1,0.319766734,0
0,77,86,4,1,2,1,0,1,4,4,3,99,86,1,2,5,0,4,0,0,0.526429627,0
0,70,90,3,1,2,0,0,1,4,3.799999952,4,63,49,1,3,5,0,2,0,1,0.666622436,1
0,84,84,3,1,3,0,0,1,4,4.199999809,3,82,92,1,1,4,4,4,0,0,0.468476168,1
0,70,70,3,1,3,0,0,1,4,4,3,96,71,1,1,2,0,3,0,1,0.275853172,1
0,66,60,3,1,4,0,0,1,4,5,3,62,54,1,1,5,1,4,0,1,0.319766734,1
NA,75,63,3,1,2,0,1,1,4,4.400000095,3,96,98,1,2,5,1,2,1,0,0.741004536,0
0,75,85,3,1,3,1,0,1,4,3.400000095,4,64,66,1,2,5,0,3,0,1,0.433182367,0
0,89,85,3,1,3,1,0,1,4,2.400000095,3,49,8,1,5,4,22,4,1,1,1.616725401,0
0,31,22,3,1,3,0,0,1,4,4.400000095,4,12,9,1,1,5,1,2,1,1,1.03533837,1
0,91,34,3,1,1,0,0,1,4,3.400000095,3,68,47,1,3,3,4,4,0,1,0.27620208,1
0,79,81,4,2,1,0,1,1,4,3.799999952,3,84,69,1,2,5,1,4,0,1,0.248263989,0
0,44,13,2,2,3,0,1,1,4,3.799999952,2,79,67,1,1,4,0,1,0,1,0.459383922,0
0,90,90,3,1,4,0,0,1,4,3.200000048,4,90,100,1,2,5,0,3,0,1,0.455433712,1
0,48,NA,3,2,4,0,0,0,0,NA,NA,9,NA,1,4,1,53,3,1,1,0.769991904,0
0,59,20,3,3,4,0,0,1,3,2.400000095,3,79,61,1,1,3,4,2,1,0,0.741004536,1
NA,48,52,3,2,3,1,0,1,4,4,2,28,41,1,3,1,40,2,0,1,0.831633236,0
0,100,65,4,1,4,0,0,1,4,2,4,100,95,1,2,2,0,4,1,0,4.173193652,1
0,90,85,3,1,3,0,0,1,4,5,3,65,70,1,2,5,0,3,0,1,0.27620208,1
0,85,77,4,1,1,0,0,1,4,3.200000048,4,52,49,1,3,5,18,4,1,1,1.647738107,1
0,85,NA,3,4,1,0,0,0,0,NA,NA,59,NA,1,2,5,3,3,0,1,0.461306326,0
1,70,79,3,1,3,1,0,1,4,2.599999905,4,84,78,1,2,5,0,3,0,0,0.584439303,0
NA,61,61,4,2,4,0,1,1,4,4.199999809,3,31,32,1,1,4,0,2,0,1,0.327778981,0
0,70,76,3,1,2,1,0,1,4,4,3,90,-4,1,2,5,0,4,0,1,0.319766734,0
0,60,70,3,1,4,0,1,1,4,3,3,55,40,1,4,5,0,1,1,1,0.78682076,0
0,40,21,2,1,4,1,0,1,4,2.200000048,3,60,41,1,1,2,0,1,0,1,0.791409745,0
0,77,82,4,1,1,0,0,1,4,1.799999952,4,36,50,1,2,3,3,4,1,0,0.906454298,1
NA,59,46,2,4,4,1,0,1,4,4.800000191,4,1,-52,1,4,1,92,2,1,0,0.859180225,0
0,90,80,4,1,2,0,0,1,4,1.399999976,4,60,50,1,4,2,0,2,0,0,2.956478193,1
0,50,NA,3,1,4,0,0,0,0,NA,NA,100,NA,1,1,5,0,3,0,1,0.27620208,0
NA,95,81,4,2,NA,0,1,0,1,5,4,95,4,1,1,3,2,2,0,0,0.84341066,0
NA,50,41,3,1,3,0,1,1,4,1,3,26,8,1,1,4,2,3,0,1,0.331011529,0
NA,68,69,3,1,4,1,0,1,4,1.399999976,3,69,71,1,4,4,0,1,1,1,0.998336776,0
NA,61,53,2,1,3,0,0,1,4,1.799999952,2,56,62,1,2,3,1,1,1,1,1.440175215,1
0,12,28,2,2,3,0,1,1,4,3.599999905,3,57,26,1,3,2,2,3,1,1,1.219237933,0
0,70,48,3,1,1,0,0,1,4,1,3,60,19,1,4,2,5,2,0,1,0.831633236,1
0,88,NA,3,2,3,0,0,0,0,NA,NA,67,NA,1,1,4,3,3,1,1,0.698953935,0
0,98,90,3,1,4,0,1,0,2,1.600000024,3,30,5,1,4,2,44,3,1,0,1.299477156,0
0,100,99,3,1,4,1,0,1,4,1.600000024,3,75,16,1,1,3,0,3,0,0,0.932299077,0
0,92,86,3,1,4,1,0,1,4,4,3,44,80,1,3,5,5,4,0,1,0.319766734,0
0,51,50,3,1,1,0,1,1,4,4.599999905,3,87,81,1,3,5,1,3,0,1,0.440934145,0
0,22,17,2,1,3,1,0,1,4,3.200000048,2,88,71,1,3,4,0,4,0,0,0.468476168,0
1,91,90,4,1,4,0,0,1,4,3.799999952,4,71,92,1,1,5,1,4,0,0,0.526429627,1
0,50,50,3,1,4,0,0,1,4,3.200000048,3,91,91,1,1,3,0,4,0,0,0.932299077,1
0,NA,NA,3,4,4,0,0,0,0,NA,NA,52,NA,1,7,1,0,2,0,0,0.574654459,0
0,68,91,4,1,3,1,0,0,2,1.799999952,4,66,50,1,1,3,0,2,1,0,0.733417048,0
0,41,56,3,3,1,0,0,1,4,2.200000048,3,31,39,1,2,2,0,2,0,1,0.327778981,1
NA,22,50,2,1,4,1,0,1,4,3.599999905,3,15,38,1,1,4,0,4,0,0,0.25569664,0
0,79,60,3,2,2,0,1,1,4,4.800000191,3,85,89,1,1,5,1,4,0,1,0.319766734,0
0,91,87,3,1,3,0,1,1,4,3.400000095,3,70,71,1,3,5,1,3,0,1,0.275853172,0
0,75,74,3,1,1,1,0,1,4,3.400000095,3,75,74,1,2,5,0,4,0,1,0.248263989,0
0,69,66,4,1,4,0,1,1,4,2.400000095,4,80,71,1,2,5,0,4,0,1,0.567450682,0
0,57,50,3,1,1,0,1,1,4,3.200000048,2,32,28,1,1,4,2,2,1,0,0.688703613,0
0,80,90,4,1,2,0,0,1,4,1,4,70,60,1,3,3,6,4,0,0,0.25569664,1
0,60,85,3,1,3,1,0,1,4,1.600000024,3,70,31,1,7,3,0,4,1,0,0.906454298,0
0,99,99,4,2,1,0,0,1,3,2.400000095,4,85,89,1,1,3,1,2,0,0,1.179714759,1
0,73,84,4,1,3,1,0,1,4,2,4,96,76,1,1,5,0,3,0,1,0.275853172,0
0,53,62,2,1,2,1,0,1,4,1.600000024,3,34,27,1,4,4,6,2,0,1,0.238231424,0
0,41,78,3,2,1,0,0,1,4,1.399999976,3,100,96,1,4,4,0,4,1,0,1.067372785,1
0,59,60,3,2,3,0,0,1,4,5,3,84,60,1,1,5,3,4,0,1,0.319766734,1
0,79,68,3,1,4,0,1,1,4,2,3,63,77,1,2,3,5,3,0,0,0.498891544,0
0,75,75,3,1,2,0,0,1,4,2.599999905,3,55,65,1,3,5,0,3,0,1,0.455433712,1
0,92,90,3,1,1,0,0,1,4,3.599999905,3,77,59,1,1,2,1,4,0,1,0.460723587,1
NA,71,70,4,NA,4,0,0,1,4,3,4,35,47,1,3,5,5,3,1,1,0.46696887,1
0,72,NA,4,1,1,0,0,0,0,NA,NA,71,NA,1,2,5,0,2,0,1,0.634052942,0
0,51,61,3,1,3,0,0,1,4,3.799999952,3,60,33,1,1,4,3,2,0,1,0.327778981,1
0,74,89,2,1,4,1,0,1,4,2.799999952,3,95,97,1,4,4,2,4,1,0,1.130831308,0
NA,60,51,2,2,2,0,0,1,3,3.200000048,3,50,59,1,4,1,0,1,0,0,1.512074713,1
0,72,87,2,2,2,0,0,1,4,4.400000095,3,45,49,1,1,3,2,2,0,0,0.344068026,1
0,85,69,3,1,1,0,1,1,4,4.199999809,3,89,79,1,1,4,0,4,0,1,0.454858391,0
0,50,41,3,1,4,1,0,1,3,2.599999905,3,52,24,1,4,2,4,2,0,1,0.654075681,0
0,70,66,3,1,2,0,0,1,4,5,3,57,49,1,1,5,2,4,0,0,0.584439303,1
NA,61,NA,3,2,2,0,0,0,0,NA,NA,9,NA,1,4,1,1,2,1,0,0.741004536,0
0,70,75,3,1,1,1,0,1,4,3,3,100,95,1,4,2,1,3,1,1,0.769991904,0
0,88,81,3,1,2,0,0,1,4,5,3,63,54,1,1,4,0,4,0,1,0.325900634,1
0,41,60,3,1,4,0,0,1,4,2.200000048,3,-3,41,1,1,2,2,4,0,0,1.345426228,1
0,80,100,4,1,3,0,0,1,4,3.599999905,4,90,81,1,1,5,0,4,0,1,0.511127245,1
0,75,NA,3,2,1,0,0,0,0,NA,NA,41,NA,1,2,3,19,4,0,1,0.264382296,0
0,46,9,2,1,1,0,0,1,3,1,3,74,69,1,2,3,1,4,0,1,0.454858391,1
0,50,41,2,1,1,0,1,0,2,3,2,59,51,1,2,5,9,1,1,0,3.169537404,0
NA,30,19,2,1,2,1,0,0,1,1,3,50,3,1,1,2,1,2,1,1,0.454524599,0
0,90,85,4,1,1,1,0,1,4,4,4,75,60,1,2,4,0,4,0,0,1.345426228,0
0,68,47,3,3,3,0,1,1,4,2.200000048,3,23,12,1,3,1,62,2,0,1,0.791655965,0
1,49,50,3,1,1,1,0,1,4,4.199999809,3,100,100,1,2,4,0,4,0,1,0.433182367,0
0,86,82,3,1,2,0,1,1,4,4.199999809,3,60,46,1,2,5,0,4,0,0,0.25569664,0
0,97,95,4,1,3,0,1,0,1,2.200000048,3,63,21,1,1,2,18,2,1,1,1.844065861,0
0,42,40,2,1,2,1,0,1,4,3.599999905,2,96,93,1,1,5,1,3,0,1,0.433182367,0
NA,86,88,3,1,4,0,0,1,4,2.799999952,3,78,80,1,4,5,0,3,0,1,0.454858391,1
0,89,90,4,1,1,0,1,1,4,4.400000095,4,88,97,1,1,4,0,3,0,1,0.455433712,0
0,62,66,3,1,4,1,0,1,4,2.200000048,3,74,84,1,3,5,1,4,0,1,0.243591318,0
0,71,42,3,1,3,0,1,1,4,3.599999905,4,53,69,1,2,5,2,2,0,1,0.327778981,0
NA,29,30,2,4,4,1,0,0,1,3,3,NA,65,1,6,3,11,2,0,1,0.634052942,0
0,100,98,4,1,1,0,1,1,4,4,4,83,79,1,1,5,0,3,0,1,0.275853172,0
0,90,95,4,1,1,0,1,1,4,4.199999809,3,69,75,1,1,4,0,4,0,0,0.932299077,0
NA,81,90,4,1,4,0,0,1,4,4.400000095,4,74,60,1,1,4,1,3,0,1,0.275853172,1
0,50,50,3,4,4,0,1,1,4,2.400000095,3,24,21,1,4,0,56,4,0,0,0.884194922,0
0,83,70,4,1,1,0,0,0,2,2.200000048,3,25,18,1,3,1,10,4,0,0,0.584439303,1
NA,77,66,3,1,2,0,0,1,4,1.200000048,3,72,79,1,1,4,2,2,0,1,0.523934323,1
0,100,78,3,3,4,0,1,1,4,3.75,3,95,78,1,2,4,2,4,0,1,0.454858391,0
0,99,81,4,1,2,1,0,1,4,4.199999809,4,80,88,1,1,5,1,2,0,1,0.666622436,0
0,84,88,3,1,2,0,1,1,4,4.400000095,3,86,69,1,2,5,0,4,0,0,0.33565761,0
0,50,50,3,2,3,1,0,0,2,3.599999905,3,50,50,1,3,4,25,1,0,1,1.179268297,0
1,71,71,3,1,1,0,1,1,4,3.200000048,3,69,78,1,1,4,1,4,0,0,0.25569664,0
0,43,74,3,4,2,1,0,1,4,3.200000048,3,-54,-47,1,3,3,100,3,0,0,1.161361175,0
0,42,41,2,1,1,1,0,1,4,3.599999905,2,29,40,1,4,4,17,4,0,0,0.584439303,0
0,80,80,3,1,2,0,1,1,4,4.400000095,3,84,75,1,1,5,0,2,0,1,0.831633236,0
0,63,84,3,1,4,0,1,1,4,2.799999952,3,52,72,1,2,5,5,4,0,1,0.319766734,0
0,70,100,3,1,3,0,1,1,4,5,4,40,25,1,2,5,0,4,0,1,0.243591318,0
NA,65,NA,3,1,2,0,0,0,0,NA,NA,54,NA,1,1,4,6,2,1,1,0.648214273,0
0,75,NA,3,1,1,0,0,0,0,NA,NA,87,NA,1,1,5,1,2,0,0,0.539620129,0
NA,70,NA,3,1,3,0,0,0,0,NA,NA,65,NA,1,1,4,0,2,0,1,0.327778981,0
1,60,69,3,1,3,0,0,0,1,2.200000048,3,51,36,1,4,3,0,4,0,0,0.427058614,1
0,75,72,3,1,3,1,0,1,3,1,3,58,85,1,4,3,62,2,0,0,0.815356956,0
0,57,70,3,2,2,1,0,1,4,1.399999976,3,43,67,1,3,5,0,4,0,0,0.33565761,0
0,75,71,4,3,3,0,0,1,4,4.400000095,4,78,70,1,1,5,1,4,0,1,0.319766734,1
0,75,66,3,1,1,0,1,1,4,3.599999905,3,38,46,1,1,5,17,4,0,1,0.248263989,0
NA,66,75,3,1,4,1,0,1,4,2.200000048,3,71,66,1,2,5,1,4,0,1,0.248263989,0
0,99,90,4,1,4,1,0,1,4,3,4,54,77,1,5,3,5,2,1,1,0.426814094,0
0,60,42,3,1,1,1,0,1,4,5,3,72,88,1,1,5,0,3,0,1,0.432635156,0
NA,64,78,3,1,2,0,1,0,1,1,3,32,52,1,4,5,2,4,0,0,1.432776763,0
0,80,90,4,1,1,0,0,1,4,4.199999809,3,80,84,1,1,5,5,4,0,1,0.243591318,1
0,51,69,2,3,2,0,0,1,4,3.599999905,3,44,30,1,4,4,2,2,0,0,0.539620129,1
0,63,69,2,1,1,0,0,0,2,2.599999905,2,65,65,1,4,4,14,1,0,1,0.84279128,1
NA,50,50,3,2,1,0,1,1,3,1,3,39,42,1,4,2,0,2,1,0,1.170598008,0
0,91,84,4,2,1,1,0,1,4,1.200000048,4,37,30,1,5,4,3,2,1,0,0.688703613,0
0,45,49,3,2,2,0,0,1,3,1.399999976,3,52,25,1,2,2,2,2,0,0,0.344068026,1
NA,20,3,1,1,2,0,1,1,4,2.200000048,1,68,94,1,2,3,1,4,0,0,0.584439303,0
0,66,76,3,3,2,0,0,1,3,3,3,53,62,1,2,4,6,4,1,1,3.581870945,1
0,94,90,4,1,4,1,0,1,4,5,4,69,99,1,2,3,0,3,1,0,2.053375521,0
0,31,22,2,4,1,0,0,1,4,4,2,-94,-91,1,5,4,100,4,0,1,0.368062392,1
NA,77,92,4,1,3,0,1,1,4,5,4,93,67,1,2,5,1,4,0,1,0.319766734,0
0,68,NA,3,1,1,0,0,0,0,NA,NA,78,NA,1,1,5,0,4,0,1,0.511127245,0
NA,25,50,2,2,3,0,1,1,4,3,3,25,0,1,4,4,10,3,1,1,0.734857208,0
NA,81,60,3,1,3,0,0,1,4,2.799999952,3,65,61,1,1,4,1,2,0,1,0.523934323,1
0,63,72,3,1,3,0,1,1,4,3.799999952,3,65,65,1,2,3,0,3,0,0,0.468476168,0
0,50,NA,3,3,2,0,0,0,0,NA,NA,56,NA,1,3,3,7,1,1,1,0.853462401,0
1,72,46,3,1,3,0,0,1,4,4,3,99,95,1,1,4,0,4,0,0,1.345426228,1
NA,61,30,3,3,4,0,1,1,4,2.400000095,4,24,54,1,6,2,11,1,1,0,0.935055629,0
0,85,90,3,1,1,1,0,1,4,3.400000095,3,60,75,1,2,4,0,4,0,0,0.468476168,0
0,80,65,3,3,3,1,0,1,4,4,3,25,38,1,4,4,0,2,1,0,0.652116185,0
0,19,NA,1,2,4,0,0,0,0,NA,NA,78,NA,1,1,2,1,1,1,0,3.169537404,0
NA,71,90,3,1,4,1,0,1,4,5,3,70,73,1,2,5,NA,3,0,1,0.27620208,0
0,54,59,3,1,2,1,0,1,4,2.799999952,3,76,81,1,1,0,1,3,0,1,0.440934145,0
0,40,61,2,1,1,1,0,1,4,4.199999809,3,99,94,1,4,1,5,4,1,0,1.204249468,0
NA,51,45,3,3,4,0,1,1,3,3.599999905,2,50,62,1,2,2,5,2,1,0,1.170598008,0
0,85,NA,4,1,1,0,0,0,0,NA,NA,95,NA,1,1,5,0,1,0,1,0.473890793,0
0,69,64,3,1,2,0,0,1,4,4,3,46,44,1,4,4,2,4,1,0,2.636418593,1
NA,60,90,4,1,3,1,0,1,4,5,4,60,90,1,2,5,0,2,0,0,0.856531086,0
0,11,38,2,2,3,0,0,1,4,5,2,60,45,1,1,4,0,1,1,1,0.611025646,1
0,76,76,3,1,3,1,0,1,4,4.599999905,3,64,51,1,4,5,1,3,0,1,0.454858391,0
0,90,80,3,1,2,0,0,1,4,3.400000095,3,70,69,1,1,5,0,4,0,1,0.319766734,1
0,64,58,3,1,3,0,1,1,4,4,3,52,44,1,4,4,5,1,0,0,1.548593986,0
0,50,51,3,2,3,0,0,0,2,1.200000048,3,31,22,1,2,1,39,2,0,1,0.523934323,1
NA,75,86,3,1,1,0,0,1,4,2.799999952,4,50,51,1,4,5,0,4,0,1,0.243591318,1
0,82,78,3,1,3,0,1,1,4,3.400000095,3,53,42,1,1,4,5,3,0,1,0.440934145,0
0,55,45,3,1,3,0,0,1,4,1,2,59,71,1,2,5,0,4,0,1,0.248263989,1
0,80,80,3,1,3,0,0,1,4,4.599999905,3,69,86,1,2,5,0,4,0,0,0.585178522,1
0,55,66,2,1,1,0,0,1,4,3.599999905,3,90,80,1,1,3,0,4,0,0,0.526429627,1
0,77,52,3,3,3,0,0,1,4,4.400000095,3,91,67,1,1,5,1,4,0,1,0.319766734,1
0,60,60,3,1,3,0,0,1,4,3.5,3,94,88,1,1,5,0,1,0,0,7.115609012,1
NA,2,100,3,2,4,0,1,1,4,3,4,94,88,1,1,4,1,4,1,1,0.698953935,0
0,71,85,4,3,1,0,0,1,3,4.199999809,3,29,49,1,1,5,0,4,0,1,0.248263989,1
NA,50,50,3,3,4,1,0,1,4,4.800000191,2,58,52,1,1,4,0,1,1,0,2.204222002,0
0,71,72,4,1,1,0,1,1,4,4.800000191,4,88,78,1,4,3,1,4,0,1,0.248263989,0
0,46,0,2,4,3,0,1,1,4,1.799999952,2,92,87,1,4,4,3,2,1,0,0.741004536,0
0,50,24,3,1,1,1,0,1,4,5,4,100,100,1,1,5,0,2,0,1,0.634052942,0
0,79,63,3,2,3,0,0,1,4,1,3,57,75,1,4,3,8,3,1,1,0.769991904,1
0,48,3,3,1,4,0,1,1,4,5,3,78,94,1,4,3,0,2,1,0,0.859180225,0
NA,24,45,2,2,2,0,1,1,3,1,2,27,4,1,4,2,19,1,0,1,0.575200612,0
0,50,41,2,1,1,1,0,1,4,2.400000095,3,70,40,1,2,4,0,4,0,1,0.243591318,0
0,60,57,3,1,4,1,0,0,1,3,3,35,52,1,5,4,3,2,1,1,0.759067705,0
0,61,59,3,1,2,1,0,1,4,5,3,92,85,1,1,5,0,1,1,0,3.624838354,0
0,11,41,3,1,1,0,0,1,4,1.200000048,2,-1,0,1,3,4,90,4,0,1,0.368062392,1
0,69,69,3,1,1,1,0,1,4,3.599999905,4,65,62,1,1,2,1,2,1,0,0.448024711,0
NA,56,62,2,1,3,0,1,0,1,2.400000095,2,32,54,1,4,5,8,1,1,0,2.976303683,0
NA,66,63,3,2,3,0,0,0,1,1.200000048,3,15,26,1,4,3,21,2,0,1,0.696540931,1
0,100,98,4,1,1,1,0,1,4,3.400000095,4,78,100,1,1,5,0,4,0,1,0.248263989,0
0,45,38,2,1,3,0,1,1,4,4.199999809,3,62,67,1,1,3,0,2,0,1,0.327778981,0
0,57,40,2,2,2,1,0,1,3,2.799999952,2,18,17,1,3,4,41,1,0,0,0.815103364,0
0,73,84,3,1,1,0,0,1,4,5,3,92,75,1,1,4,0,4,0,1,0.511127245,1
0,56,61,3,1,3,1,0,1,4,4.199999809,4,81,49,1,1,3,0,3,0,0,0.468476168,0
0,76,70,3,1,2,0,1,1,4,5,4,59,55,1,2,5,0,4,0,1,0.27620208,0
NA,38,NA,3,2,1,0,0,0,0,NA,NA,34,NA,1,4,4,41,2,1,0,0.688703613,0
0,54,22,2,2,3,0,1,1,4,3,2,54,38,1,2,3,0,2,0,0,0.539620129,0
0,61,69,3,1,4,1,0,1,4,4.400000095,3,53,65,1,1,4,5,3,0,1,0.440934145,0
0,35,60,3,2,1,0,1,1,4,4,3,58,58,1,1,5,2,3,0,0,2.491268429,0
0,45,NA,3,3,4,0,0,0,0,NA,NA,40,NA,1,1,2,0,1,1,1,0.801430292,0
NA,98,82,4,4,4,0,1,0,2,3,3,97,91,1,1,1,3,3,0,0,0.932299077,0
0,52,49,2,2,2,0,1,1,3,2.400000095,2,54,53,1,2,2,5,2,0,1,0.831633236,0
0,55,NA,3,1,2,0,0,0,0,NA,NA,31,NA,1,2,5,0,3,1,1,0.769991904,0
1,56,50,3,1,1,0,1,1,4,1.399999976,3,55,83,1,2,4,3,3,0,0,0.468476168,0
0,51,50,3,3,1,0,1,1,4,3.599999905,3,86,69,1,1,2,0,2,0,1,0.523934323,0
