totalfakebinary18_pre,pol_therm_media,misinform_soros_w2,misinform_jamal_w2,pol_therm_media_w2,massmedia_trust,mis_pro_r_false,mis_pro_d_false,proD_fake,proR_fake,vote_binary_w2,vote_combined_w2,polact_mean,massmedia_trustw2,affect_merged_leanersw1,affect_merged_leaners,lean_Dem,ideology,polknow,pol_therm_trump,agecat,nonwhite,college,weight,control_fake
NA,69,3,2,70,4,3,3,0,1,1,5,4,4,-16,-12,0,4,1,82,2,0,0,0.943848604,0
0,31,4,1,40,2,4,1,1,0,1,5,4.800000191,2,77,75,0,6,3,84,4,0,1,0.524474405,0
NA,NA,3,1,5,2,3,2,0,1,0,3,4.199999809,2,15,60,0,5,1,69,1,0,0,1.668939846,0
NA,59,NA,NA,NA,3,3,1,0,0,0,0,1,NA,40,NA,0,5,2,58,2,0,0,0.943848604,0
0,87,2,2,56,3,2,2,1,0,1,4,4,3,0,4,0,4,4,89,2,0,1,1.324812726,0
NA,0,4,1,13,1,4,1,0,0,1,4,3.599999905,1,69,100,0,7,4,100,3,0,0,1.611378305,1
NA,6,3,3,31,2,4,3,1,0,1,4,4.599999905,2,72,86,0,7,2,42,2,0,0,0.89535472,0
0,5,4,1,15,2,4,1,0,1,1,4,3,2,71,60,0,7,5,87,3,0,0,0.98712173,0
0,53,3,1,9,2,1,1,0,1,0,1,3.599999905,2,85,70,0,4,4,100,3,0,0,1.122979361,0
NA,39,NA,NA,NA,2,2,2,0,0,0,0,1.399999976,NA,80,NA,0,7,2,76,2,0,0,0.623978161,0
0,16,1,1,24,2,2,1,0,0,0,1,1,2,76,NA,0,3,2,50,3,0,0,0.404403044,1
0,30,3,1,30,2,4,1,1,0,1,4,3.400000095,2,56,50,0,7,5,98,4,0,0,0.494744459,0
NA,22,NA,NA,NA,2,3,2,0,0,0,0,2,NA,55,NA,0,5,5,75,2,0,1,1.324812726,0
0,30,4,1,32,2,4,1,0,1,1,4,3.599999905,2,49,63,0,7,3,97,3,0,0,0.753956286,0
0,54,3,2,52,3,2,2,1,0,1,5,1.399999976,3,65,41,0,5,4,88,4,0,0,0.269343991,0
NA,12,4,1,13,2,3,2,1,0,1,5,1,2,49,47,0,7,2,91,3,0,1,0.835579269,0
1,8,2,1,5,2,3,1,1,0,1,4,1.200000048,2,9,12,0,7,5,72,4,0,1,0.677936246,0
0,54,3,2,43,2,2,2,0,0,1,4,2.400000095,2,27,6,0,7,3,62,2,0,0,1.382429087,1
0,2,4,1,0,2,4,1,0,1,1,5,4,2,75,88,0,4,1,100,3,0,0,1.104299032,0
0,9,NA,NA,NA,1,1,1,0,0,0,0,1.600000024,NA,67,NA,0,7,5,72,1,0,0,1.488452083,0
NA,70,1,2,60,3,3,4,1,0,1,5,2.799999952,3,-38,-49,0,4,4,2,4,0,1,0.560197307,0
1,15,4,2,2,2,4,2,1,0,1,4,4.800000191,1,75,85,0,6,4,100,3,0,0,2.306924619,0
NA,5,4,1,3,2,4,1,0,1,1,4,3.599999905,1,67,83,0,7,5,96,4,0,0,0.609789218,0
1,8,3,1,11,1,3,1,1,0,1,5,3.799999952,2,60,67,0,7,4,99,4,0,0,0.633906139,0
0,40,4,1,27,2,1,1,0,1,1,4,2.400000095,2,88,91,0,4,5,99,4,0,0,1.543801321,0
NA,25,2,3,43,2,2,1,1,0,0,3,1,2,7,25,0,4,1,85,4,0,0,0.350628423,0
0,0,4,1,0,1,4,4,0,1,0,3,2.799999952,1,50,40,0,5,4,75,1,1,0,0.905041995,0
0,20,3,1,20,2,4,2,0,0,1,4,3,2,94,90,0,6,2,100,4,0,0,0.781310679,1
0,2,3,1,0,2,4,1,0,0,1,5,4.199999809,1,68,64,0,7,5,86,4,0,1,0.524474405,1
0,9,4,1,36,2,3,2,0,1,1,4,3.400000095,2,94,71,0,6,2,99,3,1,0,1.204389286,0
NA,5,4,1,10,1,4,1,0,1,1,4,5,2,76,89,0,7,5,96,4,0,0,0.494744459,0
0,71,3,1,72,3,4,1,0,0,1,4,4.199999809,4,81,30,0,7,2,100,2,0,0,1.672372577,1
NA,20,3,1,49,2,3,2,0,0,0,3,1,2,37,20,0,4,3,66,4,0,0,0.580283409,1
0,0,3,1,1,2,4,1,0,0,1,5,4.800000191,2,70,73,0,7,5,100,4,0,1,0.433007053,1
0,50,2,2,51,2,3,2,0,0,0,3,1.799999952,3,-30,-9,0,4,3,1,2,0,0,0.692586969,1
0,58,3,1,54,2,3,1,0,0,1,5,2.799999952,3,47,40,0,6,1,85,4,1,0,0.344261101,1
0,6,2,2,21,2,2,2,0,0,0,2,1,2,56,51,0,4,1,75,4,0,0,1.206344909,1
0,4,4,3,27,2,4,2,0,1,0,1,3.599999905,2,71,96,0,3,2,99,4,0,0,1.122979361,0
0,12,3,1,14,2,3,3,1,0,1,4,3,2,63,66,0,6,5,91,3,0,0,0.768304091,0
1,10,3,1,1,2,4,2,1,0,1,4,5,2,80,69,0,7,5,85,4,0,1,0.524474405,0
0,35,2,1,31,2,3,1,1,0,1,4,1.600000024,2,50,20,0,4,5,51,4,0,1,0.646432379,0
NA,53,3,3,56,3,1,1,1,0,0,2,3,3,66,71,0,1,2,94,2,1,1,0.633879479,0
0,78,2,1,54,2,2,2,0,1,1,4,1.799999952,3,4,2,0,7,3,0,4,0,0,0.722951023,0
0,7,3,3,26,3,3,2,0,0,1,5,2.200000048,3,63,85,0,6,1,63,4,0,0,1.075884548,1
0,40,3,2,50,2,4,3,0,0,1,5,2.200000048,3,69,49,0,7,1,35,4,0,0,0.753956286,1
0,3,4,3,4,1,3,1,0,1,0,3,2.599999905,1,2,56,0,6,5,100,3,0,1,0.814472652,0
0,8,3,1,11,2,4,2,0,1,1,4,2.799999952,2,73,72,0,7,3,97,1,0,1,1.949796937,0
0,60,3,1,49,3,4,1,0,1,1,4,3.200000048,2,18,16,0,5,2,65,4,0,1,0.912793336,0
0,0,NA,NA,NA,1,4,1,0,0,0,0,2.799999952,NA,49,NA,0,5,1,99,3,0,0,0.753956286,0
NA,1,4,2,6,2,2,1,0,0,1,4,1,2,44,3,0,7,2,96,2,0,0,1.494916923,1
0,21,3,2,20,2,3,2,0,0,1,4,2.599999905,2,59,50,0,7,3,71,4,0,0,0.259096815,1
0,50,2,1,32,3,1,4,1,0,1,4,3.799999952,3,41,11,0,3,1,95,4,0,0,0.768304091,0
0,14,NA,NA,NA,1,3,1,0,0,0,0,2.599999905,NA,44,NA,0,7,4,28,3,1,0,1.24609633,0
0,4,3,2,16,2,2,1,1,0,1,4,2.599999905,2,76,84,0,6,5,94,4,0,1,0.433007053,0
0,50,2,2,29,3,3,2,1,0,1,4,2.400000095,3,55,40,0,6,3,69,3,0,0,1.611378305,0
0,4,2,2,0,1,3,2,1,0,1,4,1,1,79,76,0,7,2,100,3,0,1,1.017258842,0
NA,28,NA,NA,NA,3,2,2,0,0,0,0,4,NA,80,NA,0,7,2,70,2,0,1,1.104421064,0
NA,48,3,1,72,2,4,1,0,1,1,4,3,3,57,64,0,7,5,99,4,0,0,0.781310679,0
0,67,2,1,72,4,3,1,0,1,1,5,3.799999952,4,33,30,0,5,5,33,4,0,1,0.582320285,0
0,31,1,1,30,2,4,1,1,0,1,5,3,2,30,20,0,6,4,40,4,0,1,0.301765254,0
0,22,2,2,23,2,2,2,0,0,0,3,1,2,52,72,0,6,1,72,3,0,0,0.753956286,1
NA,30,3,1,19,2,4,1,0,0,1,4,3.599999905,2,69,34,0,6,5,85,4,0,1,0.433007053,1
0,1,4,1,4,2,4,1,0,1,1,4,2.799999952,2,69,84,0,7,4,100,3,0,0,1.611378305,0
0,61,1,1,80,3,3,1,0,0,1,4,2.400000095,4,-1,5,0,6,5,21,4,0,1,0.226765043,1
NA,32,NA,NA,NA,3,3,1,0,0,0,0,1.600000024,NA,65,NA,0,5,1,93,2,0,0,0.623978161,0
1,16,4,4,4,2,4,1,0,0,1,5,3.400000095,2,77,89,0,7,3,100,4,0,1,1.0124856,1
NA,30,1,1,50,2,4,1,0,1,1,5,2.400000095,3,88,77,0,6,5,88,4,0,1,0.77262596,0
0,0,NA,NA,0,1,NA,NA,1,0,1,5,4,1,61,93,0,7,3,100,4,1,0,1.435288651,0
0,9,2,2,20,2,2,2,1,0,1,5,3,2,1,43,0,7,0,6,2,0,1,0.673352927,0
0,1,4,1,1,1,3,1,0,1,1,5,2.799999952,1,96,94,0,7,3,99,4,0,1,0.77262596,0
0,10,4,1,10,2,4,1,0,1,1,4,4.199999809,2,90,55,0,7,4,95,4,0,0,1.611378305,0
0,1,NA,NA,NA,1,2,2,0,0,0,0,1.799999952,NA,33,NA,0,5,4,85,1,1,0,8.061954859,0
NA,41,4,1,32,2,4,1,0,1,1,5,3.200000048,2,58,78,0,7,5,85,4,0,1,0.524474405,0
NA,19,2,3,21,2,3,4,1,0,1,5,4.400000095,3,74,76,0,6,1,96,2,0,1,1.046029248,0
NA,48,3,1,37,2,3,2,0,1,1,5,2.400000095,3,50,42,0,6,4,90,2,1,0,1.705850608,0
0,51,1,1,53,2,2,2,1,0,0,1,1,2,3,-4,0,4,4,41,3,1,1,2.647755778,0
0,10,2,2,2,1,2,2,1,0,0,1,1,1,39,19,0,6,3,40,4,0,0,0.424965822,0
0,69,1,1,84,4,1,4,0,0,1,4,2.400000095,4,-45,-67,0,4,5,2,2,0,1,0.568981814,1
0,50,2,2,49,2,2,3,1,0,0,2,3.200000048,2,15,-7,0,4,2,50,4,0,0,1.206344909,0
0,4,3,1,0,2,4,3,0,0,1,5,1,4,79,100,0,7,2,60,4,0,0,0.728829488,1
NA,0,4,1,11,1,4,1,0,0,1,4,1,1,49,70,0,6,4,90,4,0,0,0.633906139,1
0,28,NA,NA,NA,2,4,2,0,0,0,0,2.200000048,NA,59,NA,0,7,4,75,1,0,1,2.752947744,0
0,20,2,1,6,2,2,3,0,0,0,2,1,2,5,0,0,6,2,5,3,0,1,0.355034036,1
NA,1,4,1,3,1,4,1,0,0,1,5,4.400000095,1,3,7,0,4,5,100,3,0,0,0.728829488,1
0,7,4,1,9,2,4,2,1,0,1,4,4.199999809,2,68,62,0,6,3,99,4,0,0,0.251251965,0
0,73,3,3,66,3,2,3,1,0,1,5,3.400000095,2,56,28,0,6,2,86,3,0,0,0.753956286,0
0,41,4,2,49,2,1,1,0,1,0,2,1,2,51,38,0,5,5,88,3,0,0,0.68793115,0
0,27,2,2,45,2,2,2,1,0,1,5,4,3,37,42,0,6,5,51,3,0,0,0.326449103,0
1,16,1,2,11,2,3,1,0,1,1,5,1,2,28,10,0,4,4,15,4,0,1,0.314670472,0
NA,53,NA,NA,NA,3,2,2,0,0,0,0,3,NA,69,NA,0,4,3,95,4,0,0,1.122979361,0
1,0,4,1,0,1,4,1,0,0,1,5,4.199999809,1,51,30,0,4,4,100,3,0,0,2.306924619,1
0,18,NA,NA,NA,3,2,2,0,0,0,0,1.200000048,NA,49,NA,0,4,3,60,2,0,0,0.943848604,0
0,22,3,2,1,2,2,2,1,0,1,4,2,2,97,66,0,6,3,90,3,0,0,0.715218857,0
NA,59,2,1,55,3,1,3,0,1,1,4,3.400000095,3,-1,-10,0,4,4,3,3,0,1,0.356848995,0
0,NA,4,1,0,1,4,1,1,0,1,4,2.799999952,1,59,65,0,7,5,100,3,0,0,0.768304091,0
1,7,4,1,2,1,4,1,0,0,1,5,3.599999905,1,59,71,0,7,5,90,3,0,1,1.004634464,1
0,48,1,1,89,3,3,1,0,0,1,4,3.400000095,4,90,98,0,7,5,51,4,0,1,0.524474405,1
0,2,2,1,2,1,3,2,0,0,1,5,1,2,60,69,0,4,5,69,3,0,1,0.77262596,1
NA,10,4,1,10,2,4,1,0,1,1,5,2,2,62,80,0,7,2,89,3,0,0,1.611378305,0
0,58,2,1,21,2,4,1,1,0,0,1,1,2,64,48,0,6,3,89,3,0,0,0.52543673,0
0,85,1,1,86,4,1,3,0,0,1,5,1.200000048,4,53,69,1,2,5,0,3,1,1,1.257238107,1
NA,89,1,2,91,3,2,2,0,0,1,4,3.799999952,3,91,90,1,4,5,1,4,0,0,0.424989615,1
0,65,NA,NA,NA,3,2,3,0,0,0,0,3.799999952,NA,-17,NA,1,7,3,56,3,1,0,3.258296671,0
0,85,4,2,66,2,3,4,0,0,1,4,4.400000095,2,66,77,1,2,3,9,2,0,0,0.83784656,1
0,72,2,2,44,3,2,2,0,1,0,3,2.599999905,3,3,2,1,4,4,3,4,0,0,0.331691467,0
0,71,1,3,61,3,1,3,0,1,1,5,4.199999809,3,60,40,1,1,4,3,4,0,1,0.331104571,0
0,51,3,3,3,2,1,1,0,1,0,1,1,1,21,-1,1,2,5,4,2,1,0,1.188817685,0
0,73,3,2,91,3,NA,NA,1,0,1,4,2,3,99,96,1,2,2,0,1,1,0,1.503049498,0
0,76,3,2,69,3,1,2,0,0,1,5,3.599999905,3,91,82,1,2,4,5,2,1,0,0.471118688,1
NA,12,2,2,32,2,2,4,0,1,1,4,3.400000095,2,82,94,1,3,1,6,3,0,0,0.350628423,0
0,70,1,1,87,3,2,3,1,0,1,5,3.400000095,3,52,58,1,1,5,1,3,0,1,0.5460468,0
NA,50,1,2,52,3,3,2,1,0,1,4,5,3,68,57,1,1,4,2,2,0,1,0.971557592,0
0,95,1,1,95,4,1,4,0,1,1,5,3.200000048,3,85,85,1,2,4,0,4,0,0,0.389039335,0
0,71,2,1,69,3,2,2,0,1,1,5,3.400000095,4,51,56,1,3,4,2,4,0,1,0.427654777,0
0,51,3,3,59,3,3,1,0,1,1,4,1.799999952,2,51,28,1,4,1,0,2,1,0,0.859278526,0
0,90,1,2,95,4,2,4,1,0,1,4,3.200000048,4,97,100,1,1,3,0,4,1,0,2.519506326,0
NA,59,1,2,94,4,1,3,0,1,1,5,4.400000095,4,93,86,1,2,5,0,1,0,0,1.431904178,0
0,53,1,1,51,3,1,4,0,0,1,4,3.400000095,3,53,18,1,1,5,3,3,1,0,0.807458561,1
0,52,3,3,60,3,3,2,1,0,1,4,3,3,34,21,1,1,2,3,1,0,0,1.118907136,0
0,50,1,1,95,4,1,4,0,0,1,5,4.199999809,4,84,95,1,1,5,1,2,0,1,0.877171374,1
0,80,1,1,80,4,4,1,1,0,1,4,2.200000048,4,60,80,1,4,5,0,3,0,1,0.77609052,0
0,62,1,1,62,3,1,2,0,0,1,4,4.199999809,3,60,46,1,1,3,1,4,0,1,0.450817263,1
0,53,NA,NA,NA,2,3,3,0,0,0,0,3,NA,-2,NA,1,4,4,73,1,1,0,4.008392396,0
0,83,1,2,83,4,2,4,1,0,0,1,1.799999952,4,53,64,1,2,5,1,2,1,1,1.011353581,0
0,87,1,4,91,4,1,4,1,0,1,4,2.599999905,3,100,100,1,2,5,0,4,0,0,0.523814023,0
1,55,1,1,59,3,3,3,1,0,1,5,1,3,27,23,1,5,2,14,4,0,0,1.011161806,0
NA,25,3,3,33,2,3,3,1,0,1,5,3.400000095,2,-23,-15,1,7,1,28,2,1,0,1.612434431,0
0,96,1,2,90,3,3,3,0,1,1,4,3.599999905,3,91,87,1,1,5,3,3,1,1,0.8636125,0
0,18,4,4,49,1,1,1,0,1,1,5,5,3,-2,0,1,1,2,47,2,1,1,1.048425823,0
NA,90,2,1,96,3,1,3,0,0,1,4,2.599999905,3,26,69,1,3,2,11,4,0,1,0.589454383,1
0,94,2,1,87,4,2,3,0,1,1,4,3.400000095,4,72,54,1,1,5,0,1,0,0,1.741036866,0
NA,60,NA,NA,NA,4,4,4,0,0,0,0,2.799999952,NA,-4,NA,1,4,1,10,2,0,0,0.926821763,0
0,74,1,2,57,3,4,2,1,0,1,5,2.799999952,3,65,82,1,4,2,1,4,0,0,0.808769669,0
0,63,3,2,71,2,3,2,1,0,1,4,2,2,33,34,1,4,3,25,2,0,1,0.971557592,0
0,51,3,4,41,2,3,2,0,1,0,2,2,2,68,60,1,1,3,34,2,0,0,0.657773844,0
0,75,1,1,97,4,1,4,0,1,1,4,2.400000095,4,82,97,1,1,3,0,2,0,1,0.70128926,0
0,91,3,3,74,3,1,3,0,0,0,3,3.799999952,3,27,9,1,6,0,88,3,0,0,0.68793115,1
0,20,1,2,28,2,4,2,1,0,1,4,2.799999952,2,60,59,1,4,4,10,4,0,0,0.523814023,0
0,99,1,2,99,4,2,4,0,0,1,5,3.799999952,4,99,84,1,1,5,0,4,0,0,0.331691467,1
NA,65,2,2,70,3,4,3,0,0,1,4,3.599999905,3,22,50,1,4,5,0,3,0,1,0.621380201,1
0,50,NA,NA,NA,1,4,2,0,0,0,0,2.599999905,NA,99,NA,1,4,1,0,4,0,0,0.331691467,0
0,46,NA,NA,NA,3,4,2,0,0,0,0,3.400000095,NA,74,NA,1,2,3,0,3,0,1,0.517991528,0
0,70,1,1,73,3,2,3,0,1,1,4,3.599999905,3,60,49,1,2,5,0,1,0,1,1.672871786,0
NA,60,1,1,41,3,1,3,0,1,1,4,1.399999976,3,1,37,1,1,4,NA,2,0,0,0.83784656,0
0,71,2,2,50,2,3,2,0,1,0,2,2.75,2,82,45,1,2,1,3,4,0,0,0.441773051,0
0,90,1,2,91,4,3,2,1,0,1,4,4.199999809,4,69,76,1,2,5,1,4,0,1,0.678800597,0
0,51,1,1,51,2,3,3,0,1,0,3,4.400000095,3,40,19,1,2,5,18,1,0,1,1.307202122,0
NA,85,1,2,80,4,1,4,0,0,1,5,3.799999952,4,75,75,1,2,4,0,3,0,1,0.67353696,1
0,64,3,3,67,3,3,3,1,0,1,4,1.600000024,3,91,90,1,4,5,1,3,1,0,0.645598756,0
0,40,3,3,20,2,2,2,1,0,1,4,2.599999905,3,21,23,1,2,4,1,4,0,1,0.454508714,0
NA,100,NA,NA,NA,4,4,4,0,0,0,0,3.599999905,NA,100,NA,1,1,2,0,4,0,0,0.396442762,0
0,83,1,1,91,3,2,1,1,0,1,5,3.400000095,3,64,58,1,2,4,1,2,1,0,0.687985035,0
0,31,4,1,4,2,2,2,0,1,1,5,1.600000024,3,18,10,1,1,2,1,3,0,1,1.157601333,0
0,82,2,2,89,3,3,4,1,0,1,4,1,3,70,59,1,6,3,3,3,0,1,0.560197307,0
1,81,2,3,83,3,3,4,0,1,1,5,2.599999905,4,56,47,1,4,5,1,3,0,1,0.5460468,0
0,69,4,4,92,3,4,4,1,0,1,5,4,4,87,98,1,1,4,0,3,1,0,0.513299428,0
0,50,2,NA,36,2,3,3,0,1,1,5,3.200000048,3,49,14,1,4,5,6,4,1,0,0.668882771,0
0,80,1,2,90,4,2,1,1,0,0,3,1.600000024,4,29,84,1,4,2,4,4,0,0,1.294018751,0
0,22,1,1,50,3,2,2,0,1,0,1,1.600000024,3,36,66,1,4,4,40,2,0,0,1.041816714,0
0,61,2,2,86,3,3,3,1,0,1,4,3,3,34,61,1,1,3,2,3,1,1,0.99136279,0
0,86,1,1,80,3,1,4,1,0,0,1,4.199999809,3,68,87,1,1,2,2,3,0,0,0.49844038,0
0,94,1,1,90,4,1,2,0,1,0,2,3.599999905,4,63,60,1,4,4,0,3,0,0,0.404403044,0
0,73,NA,NA,NA,3,2,4,0,0,0,0,3,NA,70,NA,1,2,2,0,2,0,0,0.525060342,0
0,70,NA,NA,NA,3,1,2,0,0,0,0,2,NA,31,NA,1,5,4,1,4,1,1,0.355445428,0
0,24,2,2,49,1,3,3,1,0,0,3,2.200000048,2,70,-5,1,4,1,9,2,1,0,4.032067742,0
0,90,NA,NA,NA,3,4,4,0,0,0,0,3.200000048,NA,70,NA,1,2,5,0,4,0,0,0.331691467,0
0,91,1,1,80,3,2,1,0,1,1,4,4.599999905,3,70,55,1,2,5,0,4,0,1,0.351623311,0
0,72,3,1,36,2,2,2,0,0,1,5,4.5,4,-3,6,1,3,2,3,2,0,0,0.861194299,1
0,48,2,3,63,3,1,3,0,1,1,4,3,3,79,78,1,1,4,0,2,0,0,0.600272555,0
NA,72,2,1,73,4,4,1,0,1,1,4,1.600000024,4,88,87,1,2,5,0,4,0,1,0.560197307,0
0,98,1,2,95,4,3,1,1,0,1,4,3.599999905,4,78,86,1,2,5,0,4,0,0,0.269343991,0
NA,82,NA,NA,NA,3,4,3,0,0,0,0,2.799999952,NA,31,NA,1,4,2,71,4,1,0,0.609847973,0
NA,63,1,1,79,3,3,2,0,0,1,4,1,3,83,95,1,2,2,12,4,1,1,0.56084643,1
NA,48,2,2,61,2,3,3,1,0,1,5,2.400000095,3,23,7,1,4,3,31,4,0,0,0.808769669,0
0,66,2,2,65,3,1,3,0,0,1,5,4.599999905,3,71,70,1,2,5,1,4,0,1,0.522439738,1
0,87,2,2,78,3,2,4,0,1,1,4,4.599999905,4,85,90,1,2,4,3,3,0,0,0.488629064,0
NA,62,1,1,90,3,3,4,0,0,1,5,1.799999952,3,63,70,1,2,5,2,3,0,1,0.288052194,1
0,51,1,1,50,2,2,1,1,0,0,1,1.600000024,2,27,0,1,4,2,82,4,0,0,0.404403044,0
0,NA,1,2,100,3,2,2,1,0,1,5,4.599999905,3,NA,52,1,1,5,NA,4,0,0,0.50547482,0
NA,78,NA,NA,NA,2,1,4,0,0,0,0,3,NA,77,NA,1,1,0,1,1,0,0,1.771620146,0
0,17,NA,NA,NA,3,3,3,0,0,0,0,3,NA,83,NA,1,2,1,8,2,1,0,8.061954859,0
0,70,4,1,85,3,1,1,0,0,1,4,1,4,74,80,1,5,2,1,2,1,0,0.652637135,1
0,50,1,1,50,2,2,3,1,0,1,4,3.400000095,2,37,46,1,4,2,6,1,0,0,1.254808949,0
0,70,2,3,88,3,3,2,1,0,1,5,2.400000095,3,75,90,1,2,5,0,2,0,1,0.877171374,0
0,49,1,3,49,3,4,2,0,1,1,5,5,2,80,80,1,1,5,0,3,1,1,0.776543062,0
0,100,2,2,99,4,1,4,0,0,1,5,4.400000095,4,100,100,1,1,5,0,3,0,1,0.682000721,1
0,18,1,1,29,2,4,4,1,0,1,5,4.599999905,3,99,97,1,7,1,0,3,0,0,0.661795901,0
0,56,1,2,90,3,3,2,0,1,1,5,4.599999905,4,48,62,1,1,5,0,1,0,0,1.741036866,0
0,72,2,1,78,3,3,3,0,0,1,4,3.799999952,3,70,66,1,2,5,0,3,0,0,0.64334136,1
0,53,3,2,41,3,2,3,1,0,1,5,3.599999905,3,57,56,1,2,2,24,4,0,0,0.808769669,0
0,70,1,2,70,3,3,2,1,0,1,4,3.400000095,3,40,20,1,2,5,10,3,0,0,0.488629064,0
0,81,2,1,68,3,1,2,0,0,0,1,3.599999905,4,13,19,1,1,1,1,2,1,1,0.633879479,1
0,56,1,1,59,3,1,4,0,0,1,4,3,3,50,44,1,3,5,0,1,1,1,1.205731248,1
0,51,2,2,89,3,3,3,0,1,1,4,5,3,80,92,1,2,5,0,3,0,0,0.50547482,0
0,30,1,3,41,2,1,1,0,0,1,5,1,2,54,56,1,4,2,3,2,0,0,0.828476595,1
NA,94,1,2,76,4,1,3,0,0,1,5,5,4,65,52,1,2,5,1,4,0,1,0.678800597,1
0,97,NA,NA,NA,4,4,1,0,0,0,0,4.400000095,NA,60,NA,1,2,3,10,2,0,1,0.568981814,0
0,61,2,1,73,3,3,1,1,0,1,5,3.200000048,3,60,87,1,2,2,7,4,0,0,0.424989615,0
0,39,1,2,37,3,2,2,0,0,1,5,4,3,41,33,1,6,5,3,4,0,1,0.42026561,1
0,73,3,3,80,3,3,3,1,0,0,1,1,3,-28,-12,1,3,1,91,4,0,0,1.543801321,0
NA,67,2,2,62,3,2,3,0,1,1,5,4.599999905,3,69,71,1,1,5,0,1,0,0,1.118907136,0
0,74,3,3,80,3,2,2,1,0,1,4,1.399999976,3,23,78,1,4,1,1,2,0,0,0.632784304,0
0,45,NA,NA,NA,3,3,2,0,0,0,0,1,NA,8,NA,1,4,2,10,2,1,0,1.143653214,0
NA,2,2,2,46,2,1,4,1,0,0,1,2.200000048,3,68,40,1,3,2,1,1,0,1,1.358825368,0
0,94,1,1,99,4,2,3,0,1,1,5,4.199999809,4,55,72,1,1,5,5,4,0,0,1.294018751,0
0,67,1,2,45,3,3,2,0,0,1,5,3,3,68,81,1,1,4,12,4,0,0,0.396442762,1
NA,47,3,2,54,2,3,4,0,1,1,4,1.200000048,3,97,99,1,4,1,3,2,1,0,0.687985035,0
NA,34,NA,NA,NA,3,4,2,0,0,0,0,2,NA,1,NA,1,4,4,39,1,1,0,3.243741468,0
1,81,1,2,59,3,1,4,0,0,1,5,4.800000191,3,70,50,1,1,5,0,3,0,1,0.454508714,1
0,71,2,1,73,3,1,3,0,1,1,5,2.400000095,3,72,83,1,1,4,2,4,0,0,0.722951023,0
0,65,2,2,64,3,3,3,0,0,1,4,3.200000048,3,29,37,1,5,3,35,3,1,1,0.585145067,1
0,71,2,1,61,3,3,2,0,0,1,4,1.600000024,3,40,25,1,5,1,33,3,1,1,0.585145067,1
0,71,1,2,99,4,2,4,1,0,1,4,5,4,84,98,1,1,5,0,4,1,1,1.325332189,0
NA,71,2,2,60,3,1,1,1,0,1,4,2.599999905,3,66,59,1,2,4,2,4,0,1,0.454508714,0
NA,61,1,2,56,3,3,3,1,0,1,5,4.199999809,3,45,45,1,3,5,0,4,0,1,0.433387581,0
NA,87,NA,NA,NA,4,3,2,0,0,0,0,3.599999905,NA,54,NA,1,1,5,2,3,0,1,0.5460468,0
0,61,1,3,60,3,2,3,0,1,1,4,3.599999905,3,65,71,1,1,4,2,3,0,0,0.479504091,0
0,59,2,2,34,3,2,2,0,0,1,5,1,3,19,40,1,4,0,22,3,0,0,1.08031616,1
0,30,NA,NA,NA,2,3,3,0,0,0,0,3.200000048,NA,-15,NA,1,5,1,24,1,1,0,4.333366711,0
0,50,NA,NA,NA,3,3,3,0,0,0,0,3.799999952,NA,80,NA,1,2,0,0,1,1,0,5.320324988,0
0,60,NA,NA,NA,4,2,3,0,0,0,0,3.599999905,NA,99,NA,1,3,5,0,3,0,1,0.5460468,0
0,100,1,3,100,4,2,4,0,1,1,4,5,4,95,99,1,1,4,3,4,0,1,0.496508878,0
0,65,1,2,64,3,1,3,1,0,1,4,4.199999809,3,85,90,1,1,5,0,2,0,1,1.062462913,0
0,90,1,3,80,3,1,2,1,0,1,4,2.799999952,3,66,65,1,3,5,5,4,0,0,0.515094018,0
0,80,2,1,76,3,3,1,0,1,0,1,1.200000048,3,-1,-5,1,4,5,47,4,0,0,0.591326215,0
0,100,4,4,95,3,4,4,0,1,1,4,4.800000191,3,60,90,1,1,3,10,3,1,0,0.83542021,0
0,98,3,2,100,4,3,3,0,1,1,5,4.800000191,4,0,-9,1,1,1,100,1,0,0,4.567231343,0
NA,40,1,2,30,2,1,4,0,0,1,4,4.199999809,3,59,68,1,1,4,5,4,1,1,0.535624222,1
0,100,2,2,100,4,4,4,1,0,1,4,4.199999809,4,58,81,1,3,1,6,4,0,0,0.553245825,0
NA,98,1,2,97,4,3,3,0,0,0,1,1.600000024,4,NA,100,1,2,2,59,3,0,0,0.404403044,1
0,61,1,2,88,4,2,3,1,0,1,4,3,4,51,56,1,1,5,1,3,0,0,0.64334136,0
0,70,1,1,80,3,3,4,1,0,1,4,3.799999952,3,70,86,1,4,3,2,4,1,0,0.972320845,0
0,95,1,2,99,4,3,4,0,0,1,5,4.400000095,4,53,20,1,2,5,12,3,0,0,0.50547482,1
0,98,3,3,91,3,3,3,0,1,1,4,2.599999905,4,89,90,1,4,2,0,3,1,0,8.061954859,0
0,85,NA,NA,NA,3,3,4,0,0,0,0,4.199999809,NA,50,NA,1,4,1,54,4,1,0,1.61317869,0
1,0,3,1,0,1,4,1,0,0,1,5,5,1,-60,-60,1,5,5,100,2,1,1,1.563811308,1
0,80,3,1,86,3,3,4,0,1,1,4,3.599999905,3,69,78,1,2,4,1,2,0,1,0.77788175,0
0,100,1,4,100,4,2,4,0,1,1,5,3,4,100,100,1,4,4,0,3,1,1,0.904802714,0
